timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,A,G,label
10092,0.909668,0.128662,0.775635,56.000000,-69.427483,40.435116,1.202356,97.934540,shake
10112,0.996582,0.380615,0.813965,62.343510,-5.816794,28.022902,1.341858,68.599060,shake
10132,0.855957,0.480957,0.758789,57.709923,43.488548,37.083969,1.240864,81.221359,shake
10152,0.667236,0.363770,0.784180,47.145039,61.610687,71.786263,1.092003,105.696732,shake
10172,0.637939,0.165527,0.675537,60.221375,67.694656,105.030533,0.943778,138.710464,shake
10192,0.576660,0.676270,0.599121,89.404579,100.320610,99.000000,1.071832,166.908371,shake
10212,0.399170,1.175293,0.467285,94.900764,141.038162,81.053436,1.326275,188.328384,shake
10232,0.083984,1.452881,0.236572,71.778625,189.404587,64.832062,1.474409,212.672195,shake
10252,-0.583740,1.661865,0.095703,15.198473,218.320618,82.229004,1.764003,233.787277,shake
10272,-1.239014,1.380859,0.330078,22.496183,167.847336,80.862595,1.884378,187.663437,shake
10292,-1.396973,1.785645,0.359131,30.801527,57.770992,72.931297,2.295438,98.006096,shake
10312,-1.140625,1.999939,0.347656,27.923664,-13.984733,26.725191,2.328443,41.104008,shake
10332,-0.781738,1.999939,0.361084,-19.274809,-37.664124,-20.473282,2.177442,47.002762,shake
10352,-0.583984,1.967773,0.396729,-56.496181,-35.961834,-51.877861,2.090589,84.713547,shake
10372,-0.535156,1.674561,0.500000,-62.916031,-49.351147,-75.961830,1.827716,110.291260,shake
10392,-0.355957,1.539307,0.544922,-88.091606,-81.458015,-83.473282,1.671260,146.161987,shake
10412,0.010498,0.957520,0.495850,-95.656487,-97.114502,-94.748093,1.078342,166.007812,shake
10432,0.333496,0.673096,0.473877,-89.290077,-86.419846,-102.916031,0.888165,161.346878,shake
10452,0.501465,0.480225,0.503418,-92.938934,-54.679390,-95.885498,0.857620,144.296600,shake
10472,0.518799,0.085449,0.508301,-92.877861,-17.000000,-86.671753,0.731316,128.168991,shake
10492,0.404053,-0.327148,0.503174,-76.885498,11.236641,-67.038170,0.723511,102.624352,shake
10512,0.253662,-0.665771,0.488770,-43.503819,28.541985,-46.343510,0.863998,69.677460,shake
10532,0.048584,-0.676270,0.432861,-1.305344,34.610687,-26.603054,0.804407,43.672947,shake
10552,-0.174316,-0.320312,0.453125,20.419847,21.709923,-2.832061,0.581643,29.938461,shake
10572,-0.236572,-0.404297,0.484131,18.183207,-16.496183,42.007633,0.673651,48.655876,shake
