timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,A,G,label
3962,-0.016602,0.066650,0.947998,-0.358779,-32.458015,2.809160,0.950483,32.581326,fall_soft
3982,0.068848,0.086182,0.940918,-3.839695,-6.511450,0.374046,0.947362,7.568497,fall_soft
4002,-0.022705,0.063965,0.951904,-7.427481,18.000000,-1.824427,0.954321,19.557505,fall_soft
4022,-0.186523,0.052246,0.973145,-7.977099,23.015266,-2.595420,0.992235,24.496384,fall_soft
4042,-0.279541,0.027100,0.974609,-6.145038,10.618320,-1.404580,1.014269,12.348403,fall_soft
4062,-0.249512,0.051758,0.974365,-3.786260,-4.656488,-0.335878,1.007136,6.010945,fall_soft
4082,-0.151367,0.049805,0.964600,-3.473282,-9.938931,0.488550,0.977673,10.539674,fall_soft
4102,-0.083984,0.077881,0.958740,-4.030534,-4.465649,-0.145038,0.965558,6.017330,fall_soft
4122,-0.093506,0.049072,0.968750,-5.564886,4.770992,-0.732824,0.974489,7.366638,fall_soft
4142,-0.145996,0.066406,0.962646,-5.893130,8.740458,-1.106870,0.975916,10.599517,fall_soft
4162,-0.197266,0.039062,0.971680,-5.534351,5.847328,-0.954198,0.992271,8.107452,fall_soft
4182,-0.195312,0.048828,0.968262,-4.793893,0.511450,-0.396947,0.988970,4.837412,fall_soft
4202,-0.162842,0.045410,0.968018,-4.221374,-2.114504,-0.022901,0.982669,4.721404,fall_soft
4222,-0.127686,0.064209,0.958252,-4.824428,-0.221374,-0.343511,0.968852,4.841705,fall_soft
4242,-0.128662,0.056152,0.964355,-5.198473,2.969466,-0.770992,0.974520,6.036247,fall_soft
4262,-0.148682,0.055908,0.961670,-5.145038,4.503817,-0.954198,0.974700,6.904077,fall_soft
4282,-0.169434,0.051758,0.977295,-5.083970,3.038168,-1.007634,0.993223,6.007706,fall_soft
4302,-0.173340,0.048828,0.969971,-4.870229,1.053435,-0.541985,0.986547,5.012246,fall_soft
4322,-0.153320,0.053467,0.962402,-4.854962,0.458015,-0.450382,0.976004,4.897272,fall_soft
4342,-0.143311,0.052246,0.961426,-4.526718,1.282443,-0.984733,0.973451,4.806821,fall_soft
4362,-0.152100,0.054199,0.959473,-4.961832,2.465649,-0.549618,0.972964,5.567880,fall_soft
4382,-0.159912,0.048096,0.972656,-4.992366,2.312977,-0.625954,0.986887,5.537635,fall_soft
4402,-0.160889,0.052979,0.968994,-4.938931,1.778626,-0.404580,0.983688,5.265001,fall_soft
4422,-0.160156,0.048096,0.965820,-4.832061,1.343511,-0.618321,0.980190,5.053331,fall_soft
4442,-0.150879,0.055176,0.971436,-5.045802,1.671756,-0.511450,0.984630,5.340081,fall_soft
4462,-0.156250,0.044189,0.989014,-4.725191,2.221374,-0.770992,1.002255,5.277912,fall_soft
4482,-0.152100,0.053955,0.968506,-5.091603,2.755725,-0.671756,0.981860,5.828353,fall_soft
4502,-0.154297,0.051758,0.972412,-4.938931,2.274809,-0.786260,0.985937,5.494179,fall_soft
4522,-0.163574,0.049561,0.966309,-4.961832,1.557252,-0.511450,0.981308,5.225552,fall_soft
4542,-0.153076,0.054199,0.965088,-4.748092,1.618321,-0.648855,0.978654,5.058097,fall_soft
4562,-0.150635,0.054199,0.971191,-4.931298,1.984733,-0.664122,0.984297,5.357044,fall_soft
4582,-0.155029,0.052734,0.975586,-4.977099,2.335878,-0.702290,0.989233,5.542658,fall_soft
4602,-0.153320,0.049316,0.970215,-5.106870,2.206107,-0.519084,0.983492,5.587171,fall_soft
4622,-0.156494,0.049561,0.971436,-5.045802,2.450382,-0.595420,0.985207,5.640834,fall_soft
4642,-0.154541,0.058350,0.978027,-5.137404,1.931298,-0.778626,0.991880,5.543383,fall_soft
4662,-0.146484,0.049316,0.975098,-6.274809,2.312977,-0.664122,0.987272,6.720428,fall_soft
4682,-0.145752,0.053711,0.970459,-5.725191,4.099236,-0.854962,0.982812,7.093131,fall_soft
4702,-0.155762,0.054443,0.962402,-5.198473,4.541985,-1.091603,0.976445,6.988945,fall_soft
4722,-0.167236,0.037354,0.960693,-5.251908,1.946565,-0.412214,0.975856,5.616189,fall_soft
4742,-0.166504,0.060059,0.983398,-4.618320,0.473282,-0.427481,0.999201,4.662148,fall_soft
4762,-0.148193,0.053955,0.963135,-4.259542,0.854962,-0.877863,0.975962,4.432302,fall_soft
4782,-0.145996,0.047852,0.968262,-4.862596,1.687023,-0.801527,0.980375,5.208966,fall_soft
4802,-0.150879,0.046631,0.962891,-5.259542,2.389313,-0.564885,0.975755,5.804368,fall_soft
4822,-0.149414,0.062256,0.966797,-5.206107,2.908397,-0.900763,0.980253,6.031061,fall_soft
4842,-0.162842,0.046143,0.967773,-4.916030,3.190840,-0.793893,0.982462,5.914311,fall_soft
4862,-0.161865,0.055664,0.971191,-5.251908,1.664122,-0.534351,0.986160,5.535104,fall_soft
4882,-0.155518,0.056641,0.968994,-4.916030,1.458015,-0.793893,0.983028,5.188779,fall_soft
4902,-0.143799,0.045898,0.977295,-4.801527,1.541985,-0.755725,0.988883,5.099362,fall_soft
4922,-0.144531,0.051514,0.972656,-5.290076,2.450382,-0.633588,0.984684,5.864359,fall_soft
4942,-0.160156,0.051758,0.968262,-4.755725,3.175573,-0.992366,0.982782,5.803962,fall_soft
4962,-0.155029,0.055664,0.961914,-5.442748,3.099237,-0.748092,0.975916,6.307806,fall_soft
4982,-0.145508,0.033447,0.954102,-5.549618,3.854962,-1.877863,0.965713,7.013228,fall_soft
5002,-0.115234,0.073242,0.971436,-5.900764,7.305344,-2.480916,0.980984,9.712981,fall_soft
5022,-0.086426,0.059326,0.968506,-9.030535,14.221375,-3.038168,0.974163,17.118076,fall_soft
5042,-0.145020,0.009766,0.966553,-7.664122,20.755726,-3.351145,0.977420,22.377871,fall_soft
5062,-0.229248,0.052734,0.968018,-5.755725,15.610687,-2.763359,0.996190,16.865885,fall_soft
5082,-0.237549,0.045654,0.964111,-6.984733,5.946565,-0.900763,0.993994,9.217347,fall_soft
5102,-0.184326,0.047119,0.945557,-5.709924,3.503817,-0.656489,0.964507,6.731340,fall_soft
5122,-0.167725,0.074951,0.975586,-4.687023,5.030534,-2.916031,0.992732,7.468446,fall_soft
